title,info,price,address,description,images,room_type,quantity
Deluxe Double Room With Balcony And Sea View ,2 guests · 1 bedroom · 1 bed · 1.5 baths,14 ,"Hotel room in Thành phố Phan Thiết, PT","Located in Mui Ne, a 12-minute walk from Surfpoint Kiteboarding Center, Mui Ne Beach Hotel provides accommodations with a bar, free private parking, a shared lounge and a terrace. This 2-star hotel offers a tour desk, ticket service and free WiFi. The property has room service and currency exchange for guests.All guest rooms features air conditioning, a flat-screen TV with satellite channels, a fridge, an electric tea pot, a bidet, a hairdryer and a desk.The spaceThe area is popular for cycling, and bike rental and car rental are available at Mui Ne Beach Hotel.Popular points of interest near the accommodation include Ham Tien Mud Spa Center, Jibe Bar Diving Center and C2 Sky Kitesurfing Vietnam.Guest access1.White Sandune2.Red Sandune3.Fairy Stream4.Fishing Village5.Wine Castle6.Poshanu Cham tower7.Van Thuy Tu Temple and Whale museum8.Ta Cu Moutain Pagoda9.Ke Ga LighthouseOther things to notenon smoking in the room","['https://a0.muscache.com/im/pictures/d4d50841-7de7-4f4c-8457-9b875062f1fc.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2681089a-4791-437d-a59e-2f400a89d65d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/88be9673-2143-4328-8cc1-6ed1cec859fd.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/4c002c4a-5393-41f9-b6b9-7acba2d49e16.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/40f23ee7-fe99-4c26-8c4f-f1b71a452cd8.jpg?im_w=720']","['Small', 'Medium']",2
Beachfront SUNSEA - Private Garden Executive Room ,2 guests · 1 bedroom · 1 bed · 1 private bath,96 ,"Resort room in Thành phố Phan Thiết, PT","Discover the beautiful golden sand beach of Mui Ne, Binh Thuan Province in Vietnam. SUNSEA Resort was born from the meeting of an opportunity and a passion. It was not created with the idea of making it a profit center with profitability guidelines but rather as an idyllic place to receive selected friends to whom we would share the best. The comfort level of the rooms with 400 TC Egyptian cotton sheets, high quality spring mattresses gives an unparalleled comfort and incomparable rest.","['https://a0.muscache.com/im/pictures/f1434a22-f4b4-418b-be9a-12ac480bab49.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1f1c30e8-0c7c-4b84-a746-9646eb904416.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/898be3e4-5c02-496b-87ee-72088c08ed25.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/883f69c4-4147-4fed-924b-cee22d987e2c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/210dc432-a79b-47bd-a95f-b20df4680abf.jpg?im_w=720']","['Small', 'Medium']",3
standard room with seaview 2 pax ,2 guests · 1 bedroom · 1 bed · 1 private bath,25 ,"Private room in Thành phố Phan Thiết, PT","Our hotel near the seaside , located at tourist centre , every have balcony , have the pool , you can take the sunbath at outside near the pool on the sunbed , pick up the fresh air from the sea in the morning , far from red sandune is 10 km , white sandune is 30 km , near the local market about 5 minutes by walking","['https://a0.muscache.com/im/pictures/miso/Hosting-46440106/original/344e6897-595e-4ecf-9aa7-d38568d51787.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/9cb4f0d3-189f-48e2-9a04-ebd761d8d66a.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c206e64d-d2a6-43b9-8b83-d8108d84d5af.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b5db63eb-1825-4579-a60a-fa1fed962803.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/3ea5f980-6905-4603-953a-b298d02d7a45.jpg?im_w=720']","['Small', 'Medium']",3
Mori home ,2 guests · 1 bedroom · 1 bed · 1 bath,22 ,"Private room in Thành phố Phan Thiết, PT","My Mori  Home is have three double room and 1 dorm 5 bed, outside is garden and the place for relaxThe spaceOur homes are designed in Japanese style, wood and raw materials, in rooms with two small tables for personal items and a dressing table, the bed is made from large wooden plants that look rustic, out of the door is a garden with many Trees and cactus, there is an aquarium that runs around the garden, in the middle of a garden is a wooden floor that is lined with curtains, draped with wood-paneled roof","['https://a0.muscache.com/im/pictures/059ddce0-dcd0-43b3-bb7d-215a40135d6a.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a4b98bac-353d-4dd9-bd84-39c09cf628c9.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/679d4799-8575-4998-9a52-d65a4ece2445.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/87ad333f-8392-4bea-9d80-f2fa89d9b2a3.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e93f8442-b700-4445-87b3-baad58a48493.jpg?im_w=720']","['Small', 'Medium']",3
La Vita home- Luxury Studio* only 3mn to the beach ,3 guests · Studio · 2 beds · 1.5 baths,33 ,"Entire apartment in Thành phố Phan Thiết, PT","La Vita Home- A luxury Studio is mixed between  tropical & mordern style for a different experienceA King size bed with comfortable Dunlopillo mattress. A single extra bed for the 3rd adult upon the requestPrivate bathroom, kitchen, living room, fridge, washer & TVFree WiFi & car parking24/24 access with smart keyConvenient location15mn by car from Phan Thiet center3mn walking to the beachNear by Nguyễn Đình Chiểu Str 9km to Fairy Stream12km to Fishing Village40km to White Sand DuneThe spaceThis amazing studio is in Block C of 5- star Ocean Vista condo project which is a part of a complex 170 ha wide Sea Links. Ocean Vista is lied on a natural high sand dune, view to the most beautiful beach in the Southern Central Coast of Vietnam, surrounded by a 18-hole green golf course. There're many internal utilities such as restaurant, cafe, pool, wine castle, a walking bridge connecting the garden to the private beach.Our Studio is fully equiped with private kitchen, bathroom, washer, fridge, TV, Wifi, working desk, a small bar at the windy balcony to enjoy some  glasses of wine, fresh sea food, music here.There're so many kinds of tropical plants which always makes the space green and fresh. It takes about 3 minutes walking to the beautiful beach.Below are all the listings of my La Vita Villa in Hoi An City:#1. https://www.airbnb.com/rooms/show/42060736#2. https://www.airbnb.com/rooms/show/41624046#3. https://www.airbnb.com//rooms/show/42053737#4. https://www.airbnb.com/rooms/show/42123097#5. https://www.airbnb.com/rooms/show/42079362#6. https://www.airbnb.com/rooms/show/42079013#7. https://www.airbnb.com/rooms/show/38906847#8. https://www.airbnb.com/rooms/show/41651015#9. https://www.airbnb.com/rooms/show/42123418#10. https://www.airbnb.com/rooms/show/42123677#11. https://www.airbnb.com/rooms/show/40265484I hope you'll find your ""home"" among my listingsGuest accessGuests can access all areas in the room and in the Ocean Vista resort but the pool, the restaurant, the cafe with fee.","['https://a0.muscache.com/im/pictures/066424c6-d993-4fca-87ee-d8c2507a8d70.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c7fa4af6-cc62-4bf3-8bd5-7ac8bc124c3e.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/827a0e5c-baad-49dd-8c05-a8ae97d375b5.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/3b26a373-cc2e-4b16-a212-88d3c4d4a094.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/fe3952cb-5472-4ee7-b50c-ea2e1dd25555.jpg?im_w=720']","['Small', 'Medium', 'Large']",2
Beautiful Yellow rooms with nice surrounding ! ,2 guests · 1 bedroom · 1 bed · 1 private bath,22 ,"Private room in Thành phố Phan Thiết, PT","The Happy Ride Glamping is a complex of accommodation and restaurent with tents and mediterian Style rooms setting mostly for the guests who love to explore the nature. It is situated inside the remote village, near sand Hill but not too far away from the beach. guest love to make camp fire and have barbecue at night can contact to host for detail. we love to welcome all the guest in the worldThe spaceThe Happy Glamping situate in quite and Natural Place in Mui Ne where you can feel the Nature very close, the wind and sand. We use Bell tent and rooms for accommodations because it is beautiful outside but convenient inside. beside that, we do set up many beautiful things for your photo shooting for keeping sweet memories in Mui Ne. you will never regret for coming and staying with usGuest accessGuest can access all the space of Our complex.Other things to noteWe would love to let's the guest know that we serve all food and drink and set up all the event according to guest's desires.","['https://a0.muscache.com/im/pictures/55cc3a26-66dd-419c-afa7-d567a1814088.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c9d8cebd-2c97-4f6f-a450-7b08be9e5db5.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/dfebbd2a-b306-4ffb-8a64-d9f413abcb07.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/94ab02ff-ad8f-4650-be90-da7300f723d3.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/4cb159b0-6246-410a-8f28-1254b693f079.jpg?im_w=720']","['Small', 'Medium']",4
Seaview ,2 guests · 1 bedroom · 1 bed · 1 private bath,24 ,"Private room in Thành phố Phan Thiết, PT","Our hotel near the seaside , located at tourist centre , every have balcony , have the pool , you can take the sunbath at outside near the pool on the sunbed , pick up the fresh air from the sea in the morning , far from red sandune is 10 km , white sandune is 30 km , near the local market about 5 minutes by walking","['https://a0.muscache.com/im/pictures/2602a1c6-1aeb-4b49-b7d1-cd5ec2ba72b6.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/3c67978a-2c0f-4617-94e0-048b265970ca.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e252a3b1-7ea7-42af-bfd0-68871d4deae2.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c8c546cc-ce11-4005-baef-cad6e582b99d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a1e46a41-ee06-445c-b24d-9da8618ea167.jpg?im_w=720']","['Small', 'Medium']",1
vannguyen minihouse ~ 1 bedroom ,2 guests · 1 bedroom · 1 bed · 1 bath,17 ,"Entire villa in Thành phố Phan Thiết, PT","My place is a Apartment with 1 bedroom, close to muine market , beach and have a great views. you can go to red sand dune & white sand dune and fisher willage by jeep tour, You’ld love my place because of the light, the comfy bed, Swimming pool the coziness, and the high ceilings. My place is good for couples, solo adventurers, business travelers, families (with kids), big groups, and furry friends (pets).","['https://a0.muscache.com/im/pictures/3c4994f2-42d6-451c-a255-a44852737da8.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/10ca7db4-3baf-458d-a9b6-00f00549147d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/3de2f54e-3849-417a-aac1-5f0d2ad1a6d7.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/ab327eb4-f835-4569-ae0e-ae24385f62e8.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c2d6f672-8a58-427f-8a85-d53b3e1afba1.jpg?im_w=720']","['Small', 'Medium']",2
Jasmine Homestay - Beautiful SeaView Apartment ,3 guests · 1 bedroom · 1 bed · 1 bath,25 ,"Entire apartment in Thành phố Vũng Tàu, VT","Our apartment has 1 living room, dining space, 1 bedroom (1 double bed and sofa bed), 1 bathroom and the balcony.- The bedroom:  Our view from the bedroom is romantic with the view of the grand hill shimmering. We provide air-conditioner, the bed topper, and the bolster.- Kitchen: necessary facilities is provided to cook a delicious meal.- Balcony: spacious balcony with a set of 2 cane-chairs vs 1 table, where guests relax and enjoy the stunning views of the blue sea with a delicious meal.The spaceJust because the location seaside and mountain atmosphere is so fresh, quite good for relaxing.The fresh air of sunrise, cool smell of the small mountain, regularly flowing wind will make u love staying there.Guest accessIn the Thuy Tiên Corridor BUILDING, where our flat's located guest can access full-of-wind HALLWAY (corridor) on every floor, the spacious WAITING HALL in the 1-st floor ...","['https://a0.muscache.com/im/pictures/66a9f7c2-6629-45f8-9276-c312f787705f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c072b1f8-9342-473f-83a0-062d6d4a1474.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5f00d192-9960-4e88-9812-865cfc50e892.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b98b76a3-042b-43b4-acb0-e0b726485788.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/591deb44-3f65-4797-9087-ec55ec324b61.jpg?im_w=720']","['Small', 'Medium', 'Large']",2
"""SWEET HOME"" SEAVIEW STUDIO ",3 guests · 1 bedroom · 1 bed · 1 bath,28 ,"Entire apartment in Bà Rịa, VT","A modern, cozy, trendy sea view studio apartment with 1 bedroom, 1 sofa, 1 floor mattress and fully furnished for couple or small family with kids.In addition to this,  you will be offered a warmest  and peaceful place to enjoy the sunset and sea breeze by a sea view balcony and a trendy decoration.Finally, I expect that you may feel like sweet home with this stunning studio including amenities as kitchen, washing machine, TV, Air condition.Have a great time and enjoy!Thank you.The spaceLocated on a high floor with an amazing sea view, this lovely studio offers a great getaway with tranquility and relaxation. This is the warmest space where you can comfortably relax and recharge.This unique studio is perfect for a small family, couples who wish to experience valuable holiday time peacefully by the sea.Guest accessWifi, cable TVFully equipped kitchen.Washing machine.Parking.1 bedroom studio with Air conditioner + 1 Sofa + 1-floor mattress","['https://a0.muscache.com/im/pictures/f754b22b-683a-42d0-984c-6e6a20602d29.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/845190d6-d841-4ebe-b416-0b702507af79.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c94e10af-0703-46e0-ade5-4848c5e0ba26.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/0413f6de-49ee-495b-bbf3-b00ded30dda6.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c5a9c036-ba99-4994-a815-1a6917e0b0bb.jpg?im_w=720']","['Small', 'Medium', 'Large']",3
Amazing Seaview - Thuy Tien Building ,5 guests · 2 bedrooms · 2 beds · 2 baths,76 ,"Entire apartment in Thành phố Vũng Tàu, VT","A cozy, well-equipped and spacious 2-BRs condo located on a walking distance from gorgeous beach city, with lovely living space, makes you feel like home the minute you are here.Everything you need is nearby.Enjoy a nice day out in the sun, immerse yourself into the atmosphere of this uniquely beautiful city, visit the magnificent historical French monuments, find a coffee shop to tuck yourself into, but then always come back and feel comfortable at your own home.You're welcomed at home :)The spaceLocated on the 9th floor of Thuy Tien Service Apartment, this condo comes equipped with everything you need for a pleasant stay - a firm but comfortable queen-sized beds topped with soft cotton linens, plenty of storage space for your stuff, a kitchenette with a dining table to prepare your morning eggs and bacon to enjoy a nice meal at home, a couch for when you want to watch some TV in comfort, and of course, an en-suite bathroom to take a nice shower after a long day. Don’t worry about lighting as the windows bring in plenty of natural light to brighten up your stay!You also have your own washing machine to do your laundry at your own place. Other included amenities are listed below.This first-class apartment is outstanding in all aspects from location to facilities, ensuring you a perfect stay in Vungtau. Let check it out!Guest accessCovered parking space.Possibility to hire motorbike or car on site.Other things to noteThere is a camera right at the front door for the security reason. But dont worry, this camera can only to see who get in the apt, we cant get to see inside of the apartment, you still have your private.","['https://a0.muscache.com/im/pictures/f11f9906-2055-420c-986f-94d65b9defba.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/51bb3d8a-4367-4030-9f81-237e01c350c1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/201d6471-cbf8-4560-a329-e46df54e62b4.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b5880fc8-6e5f-4438-a966-fb4a7fbe1e3b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/726e3fbb-d395-49b2-a734-4a33a81cd5bb.jpg?im_w=720']","['Small', 'Medium', 'Large']",1
